wellID,wellAPI,interval,lateralLength,perfLength,completionYear,totalProppant,totalFluidPumped,orientation,tvd,latitude,longitude,relativeLanding,percentInZone,numFracSiblings,numFracParents,numFracChildren,numFracOffsets,oilUpliftRatio,gasUpliftRatio,waterUpliftRatio,boe6UpliftRatio,classFrac,totalDrainage,totalDrainageOil,totalDrainageWater,totalDrainageGas,prodOil6mo,prodOil12mo,prodOil24mo,prodOilIp,prodWater6mo,prodWater12mo,prodWater24mo,prodWaterIp,prodGas6mo,prodGas12mo,prodGas24mo,prodGasIp,eurOil,eurGas,eurWater,declineOilQi,declineOilB,declineOilDe,declineOilDmin,declineGasQi,declineGasB,declineGasDe,declineGasDmin,declineWaterQi,declineWaterB,declineWaterDe,declineWaterDmin,shMaxOrientation,angleFromSHMax,distanceTop,distanceBtm,fracSummaryId,prodSummaryId,declineId,parentHorizDistanceMin,parentVertDistanceMin,parentDistanceMin,parentOverlapAvg,parentDepletionDaysMin,parentDepletionDaysMax,parentBounded,parentBoundedHoriz,parentBoundedTop,parentBoundedBelow,parentCount,siblingHorizDistanceMin,siblingVertDistanceMin,siblingDistanceMin,siblingOverlapAvg,siblingDepletionDaysMin,siblingDepletionDaysMax,siblingBounded,siblingBoundedHoriz,siblingBoundedTop,siblingBoundedBelow,siblingCount,childHorizDistanceMin,childVertDistanceMin,childDistanceMin,childOverlapAvg,childDepletionDaysMin,childDepletionDaysMax,childBounded,childBoundedHoriz,childBoundedTop,childBoundedBelow,childCount,fracHorizDistanceMin,fracVertDistanceMin,fracDistanceMin,fracOverlapAvg,fracDepletionDaysMin,fracDepletionDaysMax,fracBounded,fracBoundedHoriz,fracBoundedTop,fracBoundedBelow,fracCount,hasSurvey,hasDecline,hasFracSummary,hasProduction,totalProppantByPerfLength,totalFluidByPerfLength,intervalThickness,eurOilByPerfLength,eurGasByPerfLength,eurWaterByPerfLength,declineOilQiByPerfLength,declineGasQiByPerfLength,declineWaterQiByPerfLength,county,state,basin,spudYear,firstProductionYear,avgHzDistAnyZone,closestHzDistSameZone,avgOffsetWellProducing,closestOffsetWellProducing,monthsToPeakProduction,normGasSaturation,normOilSaturation,normWaterSaturation,normGor,normCgr,normWaterCut,normGasRisk,normWaterRisk,attributes_TOC_WFMP_upper,attributes_TOC_WFMPC,attributes_TOC_WFMPB_upper,attributes_TOC_WFMPB_lower,attributes_TOC_WFMP_lower,attributes_TOC_TBSG4,attributes_GOR_WFMPC,attributes_GOR_WCAU,attributes_GOR_WCBU,attributes_GOR_TBSG4,attributes_GOR_WCBL,attributes_GOR_WCAL,attributes_VCL_TBSG4,attributes_VCL_WFMPB_lower,attributes_VCL_WFMPB_upper,attributes_VCL_WFMPC,attributes_VCL_WFMP_lower,attributes_VCL_WFMP_upper,attributes_SW_WFMPC,attributes_SW_WFMPB_upper,attributes_SW_WFMPB_lower,attributes_SW_WFMP_upper,attributes_SW_WFMP_lower,attributes_SW_TBSG4,attributes_NTG_WFMPC,attributes_NTG_TBSG4,attributes_NTG_WFMP_upper,attributes_NTG_WFMP_lower,attributes_NTG_WFMPB_upper,attributes_NTG_WFMPB_lower,attributes_PHIT_WFMPC,attributes_PHIT_WFMPB_upper,attributes_PHIT_WFMP_upper,attributes_PHIT_WFMP_lower,attributes_PHIT_TBSG4,attributes_PHIT_WFMPB_lower
Well2202,4200002202,WCA,4155.0,4155.0,2017.6666,,,-89.37068,10531.043,36.562833999999995,-113.650925,0.017196927,0.017196927,0,0,2,77,1.2206277,0.96354747,1.1516666,0.9366197,Neutral,345861.97,53304.074,0,0,101142.0,152589.0,200666.0,802.8387,456138.0,741426.0,1423425.0,3526.5806,660075.0,1072915.0,1435601.0,5103.2905,505195.6,3820134.5,3084260.5,963.40643,1.2591836,0.80296165,0.06,6123.948,1.3,0.76870275,0.06,4231.897,1.1890434,0.74283916,0.06512033,344.28555,73,176.76085,3.0929325,62a9e54eb2ddf8000136625c,629e706431fd4e000111f68e,62a9321bf08d5a0001797954,,,,,,,,,,,0,,,,,,,,,,,0,843.8902,,844.38715,1.0585817,243.0,518.0,0.25,0.33333334,0.0,0.0,2,843.8902,,844.38715,1.0585817,243.0,518.0,0.25,0.33333334,0.0,0.0,2,True,True,True,True,,,179.85378,121.58739,919.4066,742.30096,0.23186678,1.4738744,1.0185071,REEVES (DB),,Delaware,2017.5,2017.6666,2500.0,2500.0,,,2,0.0,0.1541195,0.0,0.0,0.0,0.0,0.0,0.0,2.2457576,2.1105328,1.9341803,2.32554,3.1309345,0.79974294,12502.499,7934.44,7358.845,6885.9067,7358.845,7934.44,0.26201233,0.23581609,0.24226387,0.23605415,0.19949205,0.28164378,0.45084852,0.4642867,0.41109318,0.41244334,0.35183638,0.40306884,0.8943705,0.9853978,0.9595301,0.95988876,0.92905825,0.9392721,0.09711546,0.09271017,0.08434634,0.080538586,0.09157986,0.103897065
Well2203,4200002203,TBSG4,3499.0,3499.0,2010.5,1406700.0,,-133.47516,11102.963,36.674864,-113.46378,0.23965985,0.23965985,0,0,0,94,,,,,,346430.06,50371.52,0,0,56107.0,73162.0,98505.0,522.73334,171941.0,208457.0,303462.0,1634.5,86239.0,113084.0,156486.0,983.43335,302690.03,507987.2,737811.1,627.28,1.3,0.795261,0.06,1180.12,1.3,0.8140458,0.06,1961.4,1.160256,0.83812374,0.06498412,358.16675,131,242.98491,76.58904,62a9e54eb2ddf8000136625d,629e6ec731fd4e000111c275,62a9320df08d5a0001796e52,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,True,True,True,True,402.02914,,319.57394,86.50758,145.18068,210.86342,0.17927408,0.3372735,0.56056017,LOVING (DB),,Delaware,2010.3334,2010.5,2500.0,2500.0,,,0,0.0,0.1454017,0.0,0.0,0.0,0.0,0.0,0.0,1.9234059,1.8172505,1.5764921,1.8107109,2.9383385,0.613668,5332.6157,1868.7987,2509.5508,1823.1125,2509.5508,1868.7987,0.18978183,0.27218455,0.24990055,0.23947981,0.17565987,0.22168264,0.46827835,0.52276427,0.4567003,0.63897324,0.33931705,0.45113686,0.9404786,0.9556108,0.92411596,0.9741665,0.79291517,0.9608901,0.124989495,0.10299134,0.09081892,0.103260845,0.09551233,0.12400275
Well2204,4200002204,WCAL,9903.0,9903.0,2021.9166,25397256.0,17937410.0,-90.05306,10902.466,36.59404,-113.674,0.32131144,0.32131144,2,6,0,99,,,,,,206699.19,45201.58,0,0,,,,1237.3,,,,0.0,,,,5521.6772,1269187.8,9917164.0,0.0,1484.76,1.2387755,0.6716088,0.06,6073.845,1.3,0.45556352,0.06,,,,,352.88763,82,133.46362,63.18567,62a9e54eb2ddf8000136625e,629e714e31fd4e0001121d2e,62a93227f08d5a0001798349,834.4796,,871.11945,0.93174994,245.0,1675.0,0.5,0.6666667,0.33333334,0.33333334,6,766.71045,362.93552,364.19672,1.1431785,0.0,0.0,0.25,0.16666667,0.6666667,0.0,2,,,,,,,,,,,0,766.6817,362.93552,364.1966,1.0213039,0.0,1675.0,1.0,1.0,1.0,1.0,10,True,True,True,True,2564.6023,1811.3107,196.64929,128.16194,1001.4303,0.0,0.14993033,0.6133339,,REEVES (DB),,Delaware,2021.4166,2021.9166,1169.8156,1457.4558,22.537987,,0,0.0,0.21868291,0.0,0.0,0.0,0.0,0.0,0.0,2.161324,1.9018518,1.8034607,2.179332,2.8625586,0.4837447,10101.078,4622.7295,7891.2554,5811.5825,7891.2554,4622.7295,0.27343905,0.29261428,0.27195126,0.26965144,0.22530888,0.28205127,0.4818963,0.5345471,0.42273718,0.4304733,0.39483935,0.47121897,0.82484025,0.929518,0.8351474,0.92291903,0.8971378,0.95994,0.09331236,0.096168794,0.07564066,0.07900817,0.07986614,0.10515844
Well2205,4200002205,WCA,3517.0,3517.0,2015.1666,3955000.0,2574601.2,48.93161,11061.834,36.698597,-113.57388,0.015760511,0.015760511,1,1,0,121,,,,,,331371.5,53579.875,0,0,26545.0,34169.0,45079.0,303.0,120627.0,165652.0,224326.0,1500.0,42687.0,72661.0,130344.0,407.48386,82971.766,367664.62,450104.84,363.6,1.1604613,0.9137264,0.06,488.98203,1.3,0.6960613,0.06,1800.0,1.262708,0.90414006,0.06512033,362.00076,47,175.89352,2.8165622,62a9e54eb2ddf8000136625f,629e6f0131fd4e000111c842,62a93211f08d5a000179702d,1944.1349,,1959.0216,0.71200097,1096.0,1096.0,0.125,0.16666667,0.33333334,0.0,1,2075.2402,,2087.2146,0.5560148,-28.0,-28.0,0.125,0.16666667,0.33333334,0.0,1,,,,,,,,,,,0,1944.1349,,1959.0216,0.5674466,-28.0,1096.0,0.375,0.5,0.6666667,0.33333334,3,True,True,True,True,1124.538,732.04474,178.71008,23.59163,104.539276,127.97977,0.10338357,0.13903384,0.5117998,LOVING (DB),,Delaware,2015.0834,2015.1666,2009.6876,2500.0,36.008213,36.008213,2,0.0,0.16169126,0.0,0.0,0.0,0.0,0.0,0.0,2.4566865,1.387722,1.6453686,1.8301175,2.5564504,0.48202515,11961.583,4883.8364,10179.45,3031.169,10179.45,4883.8364,0.20739456,0.20646876,0.22940996,0.24554442,0.16845208,0.19362125,0.5415248,0.5123261,0.48007163,0.36414704,0.37571567,0.44765246,0.8144921,0.85031676,0.76431227,0.8096912,0.6675715,0.7168575,0.09644035,0.08937127,0.0732514,0.07130376,0.0862603,0.09885119
Well2206,4200002206,WCC,9379.0,9379.0,2014.5834,,,34.204266,11285.343,36.716184999999996,-113.755356,0.8429839,0.8429839,0,0,3,95,0.9610974,0.9415989,1.021421,1.0508462,Neutral,297769.47,57736.348,0,0,60214.0,140133.0,317902.0,207.86667,525235.0,1336406.0,2867873.0,2210.6667,258890.0,656306.0,1566160.0,1083.0667,752419.7,4675179.0,5360238.5,821.43964,0.89297146,0.6065431,0.06,4069.8,0.873636,0.49273095,0.06,8306.92,0.4247025,0.5423137,0.06512033,362.55972,32,78.50805,421.49194,62a9e54eb2ddf80001366260,629e6ffd31fd4e000111e8e2,62a93215f08d5a000179744d,,,,,,,,,,,0,,,,,,,,,,,0,1917.578,,1919.9169,0.33068013,457.0,1311.0,0.375,0.5,0.33333334,0.33333334,3,1917.578,,1919.9169,0.33068013,457.0,1311.0,0.375,0.5,0.33333334,0.33333334,3,True,True,True,True,,,500.0,80.22387,498.47308,571.51495,0.08758286,0.43392685,0.88569355,REEVES (DB),,Delaware,2014.4166,2014.5834,2500.0,2500.0,,,4,0.0,0.19389613,0.0,0.0,0.0,0.0,0.0,0.0,2.2245538,1.4608642,1.9005007,1.8211439,2.5109704,0.28800082,4124.8784,5949.824,4607.0933,1457.136,4607.0933,5949.824,0.265162,0.2729414,0.23667054,0.28038782,0.24879713,0.28317627,0.48115048,0.5206135,0.5422619,0.4418622,0.37412012,0.3968442,0.7462662,0.9529472,0.8586512,0.8001819,0.8921818,0.8649094,0.10056806,0.08981896,0.083620906,0.07833409,0.080113426,0.10123468
Well2207,4200002207,,4904.0,4904.0,2017.4166,13169128.0,10290719.0,-132.00099,9635.55,36.710080000000005,-113.60981,,,1,0,0,143,,,,,,296661.66,0.0,0,0,29319.0,48998.0,73655.0,191.66667,196563.0,466092.0,1122144.0,1350.7667,152498.0,245780.0,457268.0,885.7,139498.58,698868.7,1995203.8,230.0,0.8,0.68654263,0.06,1224.8516,0.86104786,0.7808305,0.06,2905.76,0.1,0.39788336,0.06512033,363.36072,135,,,62a9e54eb2ddf80001366261,629e6f2f31fd4e000111cee7,62a93213f08d5a000179718a,,,,,,,,,,,0,2203.0518,,2203.3582,0.60890865,0.0,0.0,0.125,0.16666667,0.0,0.0,1,,,,,,,,,,,0,2203.0518,,2203.3582,0.55031776,0.0,0.0,0.25,0.33333334,0.0,0.0,2,True,True,True,True,2685.385,2098.4338,,28.445877,142.50993,406.85233,0.04690049,0.24976581,0.5925285,LOVING (DB),,Delaware,2017.25,2017.4166,2203.0518,2500.0,,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3537385,1.587966,1.4689181,1.7819676,2.6187081,0.44861075,11865.75,4281.573,7241.3916,4063.0334,7241.3916,4281.573,0.27037573,0.22950816,0.2425721,0.23994933,0.20419566,0.22705922,0.5414332,0.5454996,0.51750326,0.40167657,0.35948482,0.42701876,0.76220095,0.8518394,0.7255729,0.81734836,0.70265514,0.8184179,0.086705655,0.09521221,0.077942215,0.07805491,0.08686884,0.105818644
Well2208,4200002208,TBSG4,4175.0,4175.0,2014.9166,2907103.0,2638357.2,49.118057,10698.649,36.686817000000005,-113.58548,0.34453645,0.34453645,1,0,1,100,1.006644,0.8345287,0.82342494,1.0528139,Neutral,347115.44,50908.45,0,0,49287.0,66356.0,102173.0,517.871,148661.0,203639.0,358484.0,1549.5483,34310.0,90309.0,214988.0,380.09677,202581.06,571520.1,831615.75,621.4452,0.8102041,0.826726,0.06,534.45807,0.8,0.5,0.06,1859.458,1.2038147,0.8316613,0.06512033,361.80948,48,201.12947,105.72126,62a9e54eb2ddf80001366262,629e6efc31fd4e000111c793,62a93210f08d5a0001797011,,,,,,,,,,,0,2060.6248,,2060.6477,0.56902504,31.0,31.0,0.125,0.16666667,0.0,0.0,1,1317.5558,,1319.2423,0.6105329,1157.0,1157.0,0.125,0.16666667,0.0,0.0,1,1317.5558,,1319.2423,0.59404063,-31.0,1157.0,0.25,0.33333334,0.0,0.0,3,True,True,True,True,696.3121,631.94183,306.85074,48.52241,136.89105,199.1894,0.14884914,0.12801391,0.44537917,LOVING (DB),,Delaware,2014.75,2014.9166,2060.6248,2060.6248,1.0184805,1.0184805,2,0.0,0.14666143,0.0,0.0,0.0,0.0,0.0,0.0,2.5123298,1.3449425,1.4959118,1.8157637,2.5116615,0.46857423,12649.649,7105.9546,11698.567,4228.421,11698.567,7105.9546,0.2279558,0.21953295,0.21144244,0.24606031,0.16048984,0.18111087,0.5576142,0.4812014,0.46475497,0.37152696,0.37805316,0.43522432,0.7705872,0.8791751,0.7411829,0.7432522,0.59343404,0.787215,0.09405023,0.07953003,0.069802895,0.06614159,0.08751273,0.10278336
Well2209,4200002209,WCAL,10323.0,10323.0,2018.3334,,,48.68302,11178.138,36.412800000000004,-113.14045,0.9136837,0.9136837,1,1,0,36,,,,,,348490.25,53001.875,0,0,124190.0,143446.0,162441.0,921.5,395471.0,455194.0,517922.0,3178.4666,224550.0,300347.0,436222.0,1457.6666,251704.88,963451.9,845974.25,1105.8,0.90204084,0.9140131,0.06,1749.2,1.0244898,0.7543457,0.06,3814.16,1.0299168,0.92132956,0.06512033,320.1186,89,13.409048,141.93878,62a9e54eb2ddf80001366263,629e70f931fd4e00011211c1,62a9322ef08d5a00017988cf,2229.3381,,2230.644,1.1547619,121.0,121.0,0.125,0.16666667,0.0,0.0,1,1126.2025,,1126.3291,1.1253853,0.0,0.0,0.125,0.16666667,0.0,0.0,1,,,,,,,,,,,0,1126.2025,,1126.3291,1.1498001,0.0,121.0,0.25,0.33333334,0.0,0.0,3,True,True,True,True,,,155.34782,24.38292,93.33061,81.950424,0.10712003,0.16944686,0.36948174,WARD (DB),,Delaware,2018.1666,2018.3334,1677.7703,1126.2025,3.9753594,,0,0.0,0.15208998,0.0,0.0,0.0,0.0,0.0,0.0,2.8528929,1.7822231,1.6667514,1.9697787,2.9615848,1.0957125,2133.143,2361.1606,1354.2452,2317.5396,1354.2452,2361.1606,0.24896598,0.20225714,0.21545179,0.22855906,0.19021083,0.2266539,0.58981943,0.5087455,0.49556234,0.3447632,0.41683093,0.47329396,0.826418,0.94898045,0.8864526,0.95100737,0.85094535,0.93226016,0.09112778,0.09635161,0.08670864,0.086171135,0.09200201,0.11145496
Well2210,4200002210,WCC,4144.0,4144.0,2017.3334,12936426.0,12731172.0,-90.29653,11574.459,36.591772,-113.67222,0.34871012,0.34871012,0,0,6,103,1.0563656,1.1760685,1.2762717,0.8857558,Neutral,303737.44,33635.895,0,0,43695.0,77857.0,121659.0,345.06668,111794.0,381890.0,760689.0,0.0,344769.0,618246.0,1001785.0,2395.3333,383717.84,3660215.2,1570435.6,416.51614,1.2591836,0.66886604,0.06,3713.8455,1.3,0.6426699,0.06,2410.6838,0.38605392,0.53550184,0.06512033,352.3672,82,325.64493,174.35506,62a9e54eb2ddf80001366264,629e706731fd4e000111f783,62a9321bf08d5a000179793c,,,,,,,,,,,0,,,,,,,,,,,0,232.42064,,927.10144,0.58956766,214.0,1675.0,0.25,0.33333334,0.0,0.6666667,6,232.42064,,927.10144,0.58956766,214.0,1675.0,0.25,0.33333334,0.0,0.6666667,6,True,True,True,True,3121.7244,3072.194,500.0,92.59601,883.2566,378.96613,0.10051065,0.8961982,0.5817287,REEVES (DB),,Delaware,2017.25,2017.3334,2500.0,2500.0,,,4,0.0,0.11074004,0.0,0.0,0.0,0.0,0.0,0.0,2.2767217,1.7973562,1.6725401,2.1212718,2.812299,0.47737688,9765.019,4141.7373,7548.063,5493.0605,7548.063,4141.7373,0.2719731,0.2929329,0.26717007,0.27015963,0.22668064,0.27651304,0.50967646,0.56920993,0.42634517,0.38498563,0.40285763,0.47689655,0.8156783,0.9082726,0.85634685,0.90906304,0.86619097,0.95904845,0.09396265,0.094996184,0.07502978,0.07966065,0.07989948,0.106466874
Well2211,4200002211,WCA,5068.0,5068.0,2015.5,,126420.06,-102.93594,10705.563,36.317709,-113.345184,0.61930585,0.61930585,0,2,0,72,,,,,,335333.88,51028.746,0,0,89871.0,122807.0,169173.0,589.2,123811.0,174570.0,258171.0,977.5,129757.0,183172.0,252813.0,922.8387,610251.6,1020908.0,1074733.5,707.04,1.3,0.6634609,0.06,1107.4065,1.3,0.6634609,0.06,1173.0002,1.5,0.6905406,0.06395045,316.67523,59,42.503437,69.143776,62a9e54eb2ddf80001366265,629e701c31fd4e000111ecef,62a93217f08d5a0001797620,964.68414,,965.44073,0.8150197,335.0,426.0,0.125,0.16666667,0.0,0.0,2,,,,,,,,,,,0,,,,,,,,,,,0,964.68414,,965.44073,0.8150197,335.0,426.0,0.125,0.16666667,0.0,0.0,2,True,True,True,True,,24.944763,111.64722,120.41271,201.44199,212.06265,0.13951065,0.21850957,0.2314523,REEVES (DB),,Delaware,2015.25,2015.5,1451.9364,964.68414,12.501027,13.9958935,0,0.0,0.15217295,0.0,0.0,0.0,0.0,0.0,0.0,2.7270343,1.5296288,1.2434766,1.4863864,2.5392463,0.7392054,795.09326,1814.2068,2573.0105,3506.0876,2573.0105,1814.2068,0.3246592,0.32211918,0.2754342,0.31424087,0.19597208,0.3015834,0.5242816,0.4676759,0.5079871,0.36257738,0.40640712,0.47026446,0.8629482,0.9221488,0.9141651,0.96906614,0.94681865,0.9294237,0.10966729,0.09725814,0.0882137,0.0691117,0.09070316,0.11488754
Well2212,4200002212,TBSG4,3749.0,3749.0,2017.9166,10511165.0,10807991.0,-130.93721,10732.388,36.466558,-113.36607,0.10701257,0.10701257,1,2,6,102,2.7401829,2.4538817,1.5944223,0.37568015,Negative,392283.28,57787.316,0,0,110365.0,154308.0,201544.0,991.25806,293934.0,558779.0,825708.0,2650.7097,242499.0,349113.0,435604.0,2141.7742,453792.03,1154247.1,1463705.4,1189.5096,1.188583,0.854936,0.06,2570.1292,1.3,0.84118474,0.06,3180.8516,0.7023877,0.7322615,0.06512033,323.9215,94,278.96405,33.4301,62a9e54eb2ddf80001366266,629e70f831fd4e00011211b5,62a9322ef08d5a00017988d9,968.3329,,971.94336,1.1329719,153.0,2010.0,0.25,0.33333334,0.0,0.33333334,2,544.67615,,622.6677,1.1287984,-30.0,-30.0,0.125,0.16666667,0.0,0.33333334,1,680.94104,,748.77594,0.45888004,334.0,365.0,0.25,0.33333334,0.33333334,0.0,6,544.67426,,622.6658,0.71760345,-30.0,2010.0,0.625,0.8333334,0.6666667,0.6666667,10,True,True,True,True,2803.725,2882.8997,312.39417,121.04349,307.88135,390.42554,0.31728718,0.6855506,0.84845334,WARD (DB),,Delaware,2017.75,2017.9166,1288.8964,2500.0,35.531826,,2,0.0,0.14731018,0.0,0.0,0.0,0.0,0.0,0.0,2.726764,1.785405,2.3219504,2.031841,3.238483,0.7257564,4438.3726,3665.9817,3305.8206,3088.936,3305.8206,3665.9817,0.20960411,0.22814222,0.25913623,0.2235349,0.19666873,0.2313674,0.5086659,0.49256858,0.49015856,0.3689304,0.3265093,0.42179674,0.8303541,0.90346295,0.88135004,0.9557503,0.9681357,0.9273005,0.092990175,0.11631775,0.08190575,0.08954424,0.08115753,0.10412846
Well2213,4200002213,WCA,10323.0,10323.0,2018.0834,22045204.0,20729194.0,49.70195,11314.873,36.425867,-113.15799,0.007496978,0.007496978,3,1,1,58,0.1456647,0.13229021,0.14125055,6.958301,Positive,449673.44,76066.67,0,0,88101.0,150958.0,244318.0,1124.9032,247608.0,401808.0,660116.0,3270.7097,90850.0,143602.0,235768.0,1153.0,797839.0,830393.3,2464644.8,1349.8839,1.3,0.7642704,0.06,1383.6001,1.3,0.7644695,0.06,3924.8516,1.5,0.769303,0.06512033,320.32803,90,154.84843,1.1696643,62a9e54eb2ddf80001366267,629e713b31fd4e0001121aba,62a9322df08d5a000179888b,1475.779,,1477.5396,1.1215098,153.0,153.0,0.125,0.16666667,0.0,0.0,1,572.37506,,658.9152,1.1119169,0.0,0.0,0.375,0.5,0.33333334,0.33333334,3,2286.5664,,2288.501,1.1395385,120.0,120.0,0.125,0.16666667,0.0,0.0,1,572.3732,,658.9122,1.139017,0.0,153.0,0.75,1.0,0.6666667,0.6666667,8,True,True,True,True,2135.5425,2008.0591,156.0181,77.28751,80.441086,238.75276,0.1307647,0.13403082,0.38020456,WARD (DB),,Delaware,2017.6666,2018.0834,1257.3318,2500.0,5.026694,,2,0.0,0.16915981,0.0,0.0,0.0,0.0,0.0,0.0,2.9924138,1.594815,1.5574496,1.8104385,2.641975,1.0333549,2322.41,1196.8888,1215.2533,2846.8416,1215.2533,1196.8888,0.23178491,0.17522278,0.20824204,0.2212283,0.16718622,0.23779143,0.61311406,0.48763752,0.48689342,0.35791227,0.4149987,0.42000344,0.76546663,0.9744911,0.967404,0.89332986,0.92867786,0.93834937,0.094968125,0.098618425,0.09729469,0.0834718,0.09000095,0.10875872
Well2214,4200002214,WCBL,8752.0,8752.0,2017.1666,22531510.0,21459070.0,-131.67542,11073.633,36.764536,-113.72226,0.71195525,0.71195525,1,0,0,40,,,,,,356480.88,72237.695,0,0,55044.0,115691.0,215747.0,312.0,878664.0,1962496.0,4070688.0,4453.839,377236.0,842556.0,1747662.0,1912.1613,1015999.0,8311345.5,24228994.0,619.3871,1.3,0.45556352,0.06,4757.7905,1.3,0.45556352,0.06,10229.497,1.4714285,0.3205007,0.06512033,363.92633,135,37.427826,92.509705,62a9e54eb2ddf80001366268,629e6f0f31fd4e000111ca3c,62a93212f08d5a00017970ab,,,,,,,,,,,0,1652.3536,,1652.4005,0.43314487,-59.0,-59.0,0.125,0.16666667,0.0,0.0,1,,,,,,,,,,,0,1652.3536,,1652.4005,0.5031232,-59.0,59.0,0.25,0.33333334,0.0,0.0,2,True,True,True,True,2574.4412,2451.9048,129.93753,116.08764,949.651,2768.395,0.07077092,0.5436232,1.1688182,LOVING (DB),,Delaware,2015.6666,2017.1666,1652.3536,1652.3536,,,5,0.0,0.20264116,0.0,0.0,0.0,0.0,0.0,0.0,2.4073608,1.577867,1.7242283,1.6189259,2.7084885,0.3855013,3768.7764,7841.5225,5896.194,1789.607,5896.194,7841.5225,0.27269673,0.28206626,0.27738374,0.27571455,0.23832896,0.2724685,0.52063143,0.5237874,0.4602536,0.48417932,0.34248802,0.407958,0.8113586,0.89318675,0.9311948,0.8281196,0.88119006,0.8340742,0.10438883,0.10224961,0.08656465,0.07937793,0.08431986,0.10131399
Well2215,4200002215,WCAL,4381.0,4381.0,2020.0,10758882.0,12122466.0,90.05478,9878.31,36.447569,-113.69538,0.16764422,0.16764422,0,0,0,30,,,,,,342046.4,67807.99,0,0,67780.0,104070.0,154005.0,504.27585,575237.0,1052751.0,1835580.0,4356.1035,562893.0,1030160.0,1796190.0,4262.6206,371248.2,6736022.0,6038631.5,605.13104,1.0864307,0.7437906,0.06,5115.1455,1.3,0.5336789,0.06,5227.324,1.1608912,0.5536179,0.06512033,319.13495,131,135.01419,27.19312,62a9e54eb2ddf80001366269,629e710131fd4e0001121313,62a93225f08d5a0001798181,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,True,True,True,True,2455.8052,2767.0544,162.2073,84.74052,1537.5535,1378.3683,0.13812624,1.1675749,1.1931806,REEVES (DB),,Delaware,2019.5834,2020.0,2500.0,2500.0,,,2,0.0,0.19824208,0.0,0.0,0.0,0.0,0.0,0.0,2.2603068,1.7591194,1.8697413,1.7643713,2.083816,0.44133234,11354.926,11756.092,12318.915,12902.475,12318.915,11756.092,0.2943088,0.2883093,0.27590904,0.26964924,0.22750066,0.25326785,0.5935732,0.4740327,0.49460655,0.45976198,0.48070726,0.4212104,0.9211627,0.99061894,0.8876836,0.96205425,0.9830834,0.91811943,0.09796941,0.098204,0.07153988,0.074346244,0.09535324,0.10815798
Well2216,4200002216,WCA,6911.0,6911.0,2019.75,17464980.0,20598658.0,-101.29285,10586.874,36.376188,-113.470726,0.584446,0.584446,3,0,0,126,,,,,,362785.62,54580.434,0,0,123329.0,193665.0,304260.0,920.9667,374202.0,578395.0,869931.0,2834.9666,262988.0,443343.0,820303.0,1744.2667,671467.1,2727122.2,1304162.0,1105.16,0.92678255,0.71257275,0.06,2004.6412,1.047059,0.47667146,0.06,3401.96,0.47142857,0.72297186,0.06512033,321.61926,62,61.212036,86.0902,62a9e54eb2ddf8000136626a,629e70ac31fd4e0001120988,62a93223f08d5a00017980a8,,,,,,,,,,,0,956.95953,,957.3461,0.96117574,-30.0,-30.0,0.25,0.33333334,0.0,0.0,3,,,,,,,,,,,0,956.95953,,957.3461,0.9667939,-30.0,30.0,0.25,0.33333334,0.0,0.0,6,True,True,True,True,2527.1277,2980.561,147.30225,97.15919,394.60602,188.70815,0.15991318,0.2900653,0.49225292,REEVES (DB),,Delaware,2019.4166,2019.75,1437.3076,956.95953,,,2,0.0,0.15044817,0.0,0.0,0.0,0.0,0.0,0.0,3.628663,2.0074084,1.817205,1.7920877,3.3912973,0.45671675,2224.566,2702.987,1773.9468,1612.8702,1773.9468,2702.987,0.31836435,0.32919568,0.3230542,0.36483252,0.22985286,0.30708516,0.41298416,0.5234041,0.45943937,0.24335115,0.3798422,0.4770153,0.87297463,0.9172153,0.9365218,0.96648204,0.80418205,0.90630203,0.10955975,0.09626373,0.07952914,0.07195214,0.08799314,0.105844826
